Date,Species,Treatment,Plot,LTE,Day,Month,Year,Collection,Sequence
2022-09-18,PIMA,6.75,8,-21.13,18,9,22,SPRBB,BB
2022-09-18,PIMA,6.75,16,-21.16,18,9,22,SPRBB,BB
2022-09-18,PIMA,AMB,7,-21.21,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-15.02,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-16.23,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-16.5,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-17.64,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-18,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-18.48,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-18.78,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-18.91,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-19.44,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-19.57,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-19.97,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-20.63,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-20.96,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-21.41,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-21.72,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-21.92,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-22.3,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-22.75,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-23.03,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,4,-23.46,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-14.03,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-14.7,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-17.7,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-18.55,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-18.8,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-18.95,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-19.85,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-20.3,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-20.63,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-20.83,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-21.55,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-21.95,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-22.13,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-22.38,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-22.81,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-23.2,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-23.48,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-23.78,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-23.91,18,9,22,SPRBB,BB
2022-09-18,RHGR,4.5,13,-23.93,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,8,-8.92,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,8,-10.33,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,8,-10.81,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,8,-11.13,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,8,-16.45,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,8,-18.1,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,8,-19.73,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,8,-20.4,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,8,-21.13,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,8,-21.73,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,8,-22,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,8,-22.88,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,8,-23.93,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,8,-24.28,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,8,-25.33,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-8.67,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-8.74,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-9.89,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-9.94,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-11.44,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-13.11,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-13.44,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-14.97,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-15.97,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-17.54,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-18.02,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-18.53,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-19.06,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-20.32,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-20.73,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-21.54,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-22.53,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-22.55,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-24.02,18,9,22,SPRBB,BB
2022-09-18,CHCA,6.75,16,-25,18,9,22,SPRBB,BB
2022-09-18,PIMA,6.75,16,-21.29,18,9,22,SPRBB,BB
2022-09-18,PIMA,2.25,20,-21.31,18,9,22,SPRBB,BB
2022-09-18,PIMA,4.5,4,-21.31,18,9,22,SPRBB,BB
2022-09-18,PIMA,AMB,21,-21.34,18,9,22,SPRBB,BB
2022-09-18,PIMA,9,10,-21.37,18,9,22,SPRBB,BB
2022-09-18,PIMA,0,19,-21.39,18,9,22,SPRBB,BB
2022-09-18,PIMA,0,19,-21.57,18,9,22,SPRBB,BB
2022-09-18,PIMA,AMB,7,-21.68,18,9,22,SPRBB,BB
2022-09-18,PIMA,2.25,20,-21.81,18,9,22,SPRBB,BB
2022-09-18,PIMA,9,10,-21.81,18,9,22,SPRBB,BB
2022-09-18,PIMA,0,19,-21.84,18,9,22,SPRBB,BB
2022-09-18,PIMA,4.5,13,-21.85,18,9,22,SPRBB,BB
2022-09-18,PIMA,0,19,-21.94,18,9,22,SPRBB,BB
2022-09-18,PIMA,2.25,20,-22.08,18,9,22,SPRBB,BB
2022-09-18,PIMA,4.5,4,-22.1,18,9,22,SPRBB,BB
2022-09-18,PIMA,4.5,4,-22.12,18,9,22,SPRBB,BB
2022-09-18,PIMA,9,10,-22.16,18,9,22,SPRBB,BB
2022-09-18,PIMA,AMB,21,-22.29,18,9,22,SPRBB,BB
2022-09-18,PIMA,2.25,11,-22.33,18,9,22,SPRBB,BB
2022-09-18,PIMA,AMB,7,-22.38,18,9,22,SPRBB,BB
2022-09-18,PIMA,2.25,20,-22.38,18,9,22,SPRBB,BB
2022-09-18,PIMA,4.5,13,-22.38,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-15.38,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-15.68,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-16.25,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-17.15,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-17.55,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-18.44,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-19.73,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-20.7,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-21,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-21.28,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-21.63,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-21.95,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-22.3,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-22.5,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-22.73,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-22.95,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-23.1,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-23.41,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,8,-23.76,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,16,-11.63,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,16,-16.15,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,16,-17.24,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,16,-18.86,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,16,-19.95,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,16,-20.1,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,16,-20.32,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,16,-20.68,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,16,-21.19,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,16,-21.49,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,16,-22.45,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,16,-22.75,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,16,-22.96,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,16,-23.16,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,16,-23.28,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,16,-23.46,18,9,22,SPRBB,BB
2022-09-18,RHGR,6.75,16,-23.64,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,10,-9.83,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,10,-12.92,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,10,-13.17,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,10,-14.43,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,10,-15.17,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,10,-15.87,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,10,-16.1,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,10,-16.97,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,10,-17.54,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,10,-18.32,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,10,-19.05,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,10,-19.72,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,10,-20.12,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,10,-22.44,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,10,-23.9,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,17,-7.4,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,17,-7.6,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,17,-7.9,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,17,-8.28,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,17,-8.52,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,17,-8.83,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,17,-9.03,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,17,-9.23,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,17,-9.51,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,17,-9.71,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,17,-10.07,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,17,-10.35,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,17,-10.56,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,17,-10.97,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,17,-11.64,18,9,22,SPRBB,BB
2022-09-18,CHCA,9,17,-13.25,18,9,22,SPRBB,BB
2022-09-18,PIMA,AMB,21,-22.39,18,9,22,SPRBB,BB
2022-09-18,PIMA,4.5,4,-22.6,18,9,22,SPRBB,BB
2022-09-18,PIMA,6.75,8,-22.68,18,9,22,SPRBB,BB
2022-09-18,PIMA,4.5,13,-22.73,18,9,22,SPRBB,BB
2022-09-18,PIMA,0,6,-22.81,18,9,22,SPRBB,BB
2022-09-18,PIMA,4.5,13,-23.03,18,9,22,SPRBB,BB
2022-09-18,PIMA,4.5,4,-23.06,18,9,22,SPRBB,BB
2022-09-18,PIMA,6.75,8,-23.11,18,9,22,SPRBB,BB
2022-09-18,PIMA,0,6,-23.13,18,9,22,SPRBB,BB
2022-09-18,PIMA,0,19,-23.14,18,9,22,SPRBB,BB
2022-09-18,PIMA,0,19,-23.19,18,9,22,SPRBB,BB
2022-09-18,PIMA,4.5,4,-23.33,18,9,22,SPRBB,BB
2022-09-18,PIMA,6.75,16,-23.33,18,9,22,SPRBB,BB
2022-09-18,PIMA,AMB,7,-23.36,18,9,22,SPRBB,BB
2022-09-18,PIMA,0,19,-23.42,18,9,22,SPRBB,BB
2022-09-18,PIMA,0,6,-23.46,18,9,22,SPRBB,BB
2022-09-18,PIMA,2.25,11,-23.46,18,9,22,SPRBB,BB
2022-09-18,PIMA,6.75,8,-23.46,18,9,22,SPRBB,BB
2022-09-18,PIMA,0,19,-23.47,18,9,22,SPRBB,BB
2022-09-18,PIMA,6.75,16,-23.49,18,9,22,SPRBB,BB
2022-09-18,PIMA,2.25,11,-23.66,18,9,22,SPRBB,BB
2022-09-18,PIMA,AMB,21,-23.7,18,9,22,SPRBB,BB
2022-09-18,PIMA,0,19,-23.72,18,9,22,SPRBB,BB
2022-09-18,PIMA,6.75,16,-23.76,18,9,22,SPRBB,BB
2022-09-18,PIMA,6.75,8,-23.83,18,9,22,SPRBB,BB
2022-09-18,PIMA,AMB,21,-23.87,18,9,22,SPRBB,BB
2022-09-18,PIMA,AMB,21,-24,18,9,22,SPRBB,BB
2022-09-18,PIMA,0,6,-24.06,18,9,22,SPRBB,BB
2022-09-18,PIMA,2.25,11,-24.08,18,9,22,SPRBB,BB
2022-09-18,PIMA,6.75,16,-24.25,18,9,22,SPRBB,BB
2022-09-18,PIMA,0,6,-24.33,18,9,22,SPRBB,BB
2022-09-18,PIMA,AMB,21,-24.45,18,9,22,SPRBB,BB
2022-09-18,PIMA,6.75,16,-24.47,18,9,22,SPRBB,BB
2022-09-18,PIMA,2.25,11,-24.68,18,9,22,SPRBB,BB
2022-09-18,PIMA,2.25,11,-24.71,18,9,22,SPRBB,BB
2022-09-18,PIMA,AMB,21,-24.78,18,9,22,SPRBB,BB
2022-09-18,PIMA,2.25,11,-24.91,18,9,22,SPRBB,BB
2022-09-18,PIMA,AMB,21,-24.98,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,10,-13.24,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,10,-17.54,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,10,-18.07,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,10,-18.45,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,10,-19.2,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,10,-19.52,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,10,-20.02,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,10,-20.92,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,10,-21.19,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,10,-21.71,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,10,-22.31,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,10,-22.73,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,10,-22.91,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,10,-23.23,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,10,-23.46,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-12.25,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-14.37,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-14.72,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-15.02,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-15.44,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-16.54,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-17.3,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-17.71,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-17.98,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-18.23,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-18.63,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-19.16,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-20.21,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-20.33,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-20.66,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-20.98,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-21.25,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-22.23,18,9,22,SPRBB,BB
2022-09-18,RHGR,9,17,-22.66,18,9,22,SPRBB,BB
2022-10-15,ABBA,AMB,,-20.25,15,10,22,SPRBC,BC
2022-10-15,ABBA,AMB,,-21.36,15,10,22,SPRBC,BC
2022-10-15,ABBA,AMB,,-22.49,15,10,22,SPRBC,BC
2022-10-15,ABBA,AMB,,-22.69,15,10,22,SPRBC,BC
2022-10-15,ABBA,AMB,,-22.87,15,10,22,SPRBC,BC
2022-10-15,ABBA,AMB,,-23.07,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-24.64,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-24.77,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-24.92,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-25.37,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-25.52,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-25.77,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-26.05,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-26.38,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-26.66,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-26.76,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-26.78,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-26.88,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-27.11,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-27.29,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-27.59,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-28.15,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-11.02,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-11.79,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-12.63,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-13.53,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-13.88,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-14.57,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-15.25,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-16.05,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-16.5,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-16.75,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-17.4,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-17.92,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-18.34,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-18.79,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-19.69,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-20.29,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-21.46,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-21.74,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-23.6,15,10,22,SPRBC,BC
2022-10-15,ACRU,AMB,,-24.5,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,7,-13.35,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,7,-13.81,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,7,-20.03,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,7,-22.48,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,7,-22.81,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,7,-22.88,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,7,-22.96,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,7,-23.13,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,7,-23.46,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,7,-23.71,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,7,-23.99,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,7,-24.35,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,7,-25.16,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,21,-21.23,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,21,-22.04,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,21,-23.1,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,21,-23.6,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,21,-24.32,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,21,-24.81,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,21,-25.21,15,10,22,SPRBC,BC
2022-10-15,CHCA,AMB,21,-25.68,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,7,-18.76,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,7,-20.05,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,7,-21.29,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,7,-21.74,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,7,-22.65,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,7,-23.69,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,7,-24.04,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,7,-24.25,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,7,-24.83,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,7,-25.09,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,7,-25.21,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,7,-25.37,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,7,-25.7,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,7,-25.85,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,7,-26.26,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,21,-21.38,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,21,-22.22,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,21,-25.95,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,21,-26.76,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,21,-27.13,15,10,22,SPRBC,BC
2022-10-15,LALA,AMB,21,-27.55,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-13.91,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-14.55,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-15.5,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-15.6,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-15.79,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-16.05,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-16.68,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-17.18,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-17.76,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-18.28,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-18.71,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-18.96,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-19.24,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-20.53,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-20.91,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-21.29,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-21.84,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-22.7,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-23.26,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,7,-23.61,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-18.59,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-19.58,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-19.78,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-20.61,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-21.53,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-22.88,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-23.48,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-23.9,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-23.95,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-24.36,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-24.61,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-24.69,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-25.06,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-25.36,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-25.38,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-25.51,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-25.76,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-25.95,15,10,22,SPRBC,BC
2022-10-15,RHGR,AMB,21,-26.12,15,10,22,SPRBC,BC
2022-10-15,CHCA,0,6,-17.73,15,10,22,SPRBC,BC
2022-10-15,CHCA,0,6,-18.01,15,10,22,SPRBC,BC
2022-10-15,CHCA,0,6,-19.01,15,10,22,SPRBC,BC
2022-10-15,CHCA,0,6,-19.44,15,10,22,SPRBC,BC
2022-10-15,CHCA,0,6,-19.49,15,10,22,SPRBC,BC
2022-10-15,CHCA,0,6,-20.07,15,10,22,SPRBC,BC
2022-10-15,CHCA,0,6,-20.7,15,10,22,SPRBC,BC
2022-10-15,CHCA,0,6,-21.06,15,10,22,SPRBC,BC
2022-10-15,CHCA,0,6,-21.41,15,10,22,SPRBC,BC
2022-10-15,CHCA,0,6,-22.11,15,10,22,SPRBC,BC
2022-10-15,CHCA,0,6,-22.27,15,10,22,SPRBC,BC
2022-10-15,CHCA,0,6,-22.47,15,10,22,SPRBC,BC
